ds,y
2021-06-25,149.46
2021-06-26,147.4
2021-06-27,146.6
2021-06-28,147.33
2021-06-29,146.92
2021-06-30,147.4
2021-07-01,145.98
2021-07-02,142.2
2021-07-03,142.41
2021-07-04,137.92
2021-07-05,134.1
2021-07-06,132.25
2021-07-07,132.0
2021-07-08,131.2
2021-07-09,127.48
2021-07-10,132.09
2021-07-11,128.76
2021-07-12,127.36
2021-07-13,129.0
2021-07-14,128.75
2021-07-15,127.68
2021-07-16,129.57
2021-07-17,128.93
2021-07-18,125.46
2021-07-19,129.81
2021-07-20,129.28
2021-07-21,126.05
2021-07-22,129.71
2021-07-23,127.15
2021-07-24,125.05
2021-07-25,121.93
2021-07-26,125.0
2021-07-27,120.74
2021-07-28,121.66
2021-07-29,125.56
2021-07-30,125.35
2021-07-31,123.49
2021-08-01,122.88
2021-08-02,123.78
2021-08-03,120.75
2021-08-04,121.09
2021-08-05,118.63
2021-08-06,117.94
2021-08-07,116.17
2021-08-08,117.55
2021-08-09,121.55
2021-08-10,117.73
2021-08-11,117.15
2021-08-12,118.67
2021-08-13,117.0
2021-08-14,116.8
2021-08-15,120.23
2021-08-16,116.45
2021-08-17,116.89
2021-08-18,119.24
2021-08-19,119.56
2021-08-20,119.31
2021-08-21,121.54
2021-08-22,121.67
2021-08-23,122.93
2021-08-24,126.92
2021-08-25,124.76
2021-08-26,122.75
2021-08-27,115.48
2021-08-28,113.48
2021-08-29,118.01
2021-08-30,115.52
2021-08-31,115.8
2021-09-01,113.82
2021-09-02,113.01
2021-09-03,114.22
2021-09-04,115.4
2021-09-05,111.78
2021-09-06,112.39
2021-09-07,114.92
2021-09-08,117.01
2021-09-09,116.73
2021-09-10,118.7
2021-09-11,119.08
2021-09-12,117.16
2021-09-13,119.79
2021-09-14,121.82
2021-09-15,124.32
2021-09-16,124.91
2021-09-17,124.08
2021-09-18,123.4
2021-09-19,126.39
2021-09-20,124.05
2021-09-21,127.86
2021-09-22,124.58
2021-09-23,123.82
2021-09-24,123.76
2021-09-25,122.1
2021-09-26,119.61
2021-09-27,124.06
2021-09-28,118.33
2021-09-29,119.96
2021-09-30,117.54
2021-10-01,115.22
2021-10-02,117.48
2021-10-03,117.96
2021-10-04,115.41
2021-10-05,112.76
2021-10-06,116.16
2021-10-07,116.7
2021-10-08,117.18
2021-10-09,116.41
2021-10-10,118.03
2021-10-11,118.51
2021-10-12,119.52
2021-10-13,116.8
2021-10-14,122.19
2021-10-15,118.17
2021-10-16,115.42
2021-10-17,113.12
2021-10-18,116.66
2021-10-19,119.08
2021-10-20,120.26
2021-10-21,116.33
2021-10-22,116.56
2021-10-23,110.53
2021-10-24,107.0
2021-10-25,109.55
2021-10-26,106.43
2021-10-27,104.61
2021-10-28,104.51
2021-10-29,104.77
2021-10-30,97.86
2021-10-31,101.83
2021-11-01,107.33
2021-11-02,106.09
2021-11-03,105.45
2021-11-04,101.7
2021-11-05,102.78
2021-11-06,103.23
2021-11-07,105.1
2021-11-08,106.87
2021-11-09,106.39
2021-11-10,105.36
2021-11-11,105.77
2021-11-12,109.66
2021-11-13,110.43
2021-11-14,111.71
2021-11-15,110.62
2021-11-16,114.66
2021-11-17,115.36
2021-11-18,114.12
2021-11-19,117.69
2021-11-20,118.64
2021-11-21,118.12
2021-11-22,112.45
2021-11-23,117.43
2021-11-24,116.96
2021-11-25,113.15
2021-11-26,114.31
2021-11-27,115.34
2021-11-28,115.29
2021-11-29,114.86
2021-11-30,114.34
2021-12-01,118.36
2021-12-02,120.95
2021-12-03,118.79
2021-12-04,115.64
2021-12-05,118.07
2021-12-06,118.27
2021-12-07,115.71
2021-12-08,114.92
2021-12-09,114.11
2021-12-10,112.04
2021-12-11,113.73
2021-12-12,112.73
2021-12-13,110.24
2021-12-14,106.61
2021-12-15,107.94
2021-12-16,111.09
2021-12-17,105.47
2021-12-18,104.56
2021-12-19,108.69
2021-12-20,110.61
2021-12-21,108.97
2021-12-22,113.25
2021-12-23,116.52
2021-12-24,118.45
2021-12-25,122.32
2021-12-26,122.91
2021-12-27,128.07
2021-12-28,129.59
2021-12-29,132.57
2021-12-30,135.27
2021-12-31,141.36
2022-01-01,140.72
2022-01-02,138.7
2022-01-03,135.57
2022-01-04,136.87
2022-01-05,135.86
2022-01-06,136.51
2022-01-07,142.06
2022-01-08,141.54
2022-01-09,142.0
2022-01-10,139.38
2022-01-11,140.44
2022-01-12,138.92
2022-01-13,139.73
2022-01-14,139.31
2022-01-15,137.65
2022-01-16,132.27
2022-01-17,135.59
2022-01-18,138.24
2022-01-19,141.43
2022-01-20,142.94
2022-01-21,142.21
2022-01-22,144.73
2022-01-23,143.24
2022-01-24,143.29
2022-01-25,142.29
2022-01-26,141.22
2022-01-27,139.91
2022-01-28,139.68
2022-01-29,141.93
2022-01-30,143.31
2022-01-31,143.53
2022-02-01,143.87
2022-02-02,139.38
2022-02-03,144.12
2022-02-04,147.3
2022-02-05,148.81
2022-02-06,146.99
2022-02-07,144.42
2022-02-08,147.44
2022-02-09,151.72
2022-02-10,147.83
2022-02-11,153.95
2022-02-12,158.4
2022-02-13,165.8
2022-02-14,164.58
2022-02-15,161.53
2022-02-16,159.71
2022-02-17,161.79
2022-02-18,156.84
2022-02-19,156.04
2022-02-20,157.53
2022-02-21,160.63
2022-02-22,160.21
2022-02-23,161.59
2022-02-24,162.18
2022-02-25,161.97
2022-02-26,162.85
2022-02-27,163.55
2022-02-28,167.79
2022-03-01,170.1
2022-03-02,174.98
2022-03-03,177.54
2022-03-04,179.62
2022-03-05,181.33
2022-03-06,176.95
2022-03-07,178.23
2022-03-08,169.77
2022-03-09,169.78
2022-03-10,170.8
2022-03-11,169.69
2022-03-12,172.84
2022-03-13,173.33
2022-03-14,171.32
2022-03-15,174.57
2022-03-16,171.17
2022-03-17,171.08
2022-03-18,168.65
2022-03-19,169.76
2022-03-20,169.61
2022-03-21,169.73
2022-03-22,173.66
2022-03-23,175.44
2022-03-24,176.76
2022-03-25,178.8
2022-03-26,176.05
2022-03-27,179.1
2022-03-28,178.89
2022-03-29,183.03
2022-03-30,178.28
2022-03-31,177.64
2022-04-01,177.75
2022-04-02,177.76
2022-04-03,179.25
2022-04-04,178.06
2022-04-05,172.78
2022-04-06,170.5
2022-04-07,168.29
2022-04-08,169.87
2022-04-09,170.26
2022-04-10,169.73
2022-04-11,170.85
2022-04-12,172.11
2022-04-13,171.61
2022-04-14,171.11
2022-04-15,173.57
2022-04-16,173.79
2022-04-17,174.11
2022-04-18,177.65
2022-04-19,178.79
2022-04-20,179.07
2022-04-21,179.98
2022-04-22,177.98
2022-04-23,179.04
2022-04-24,171.96
2022-04-25,174.23
2022-04-26,176.47
2022-04-27,178.33
2022-04-28,177.62
2022-04-29,177.62
2022-04-30,178.09
2022-05-01,174.87
2022-05-02,167.76
2022-05-03,168.48
2022-05-04,164.75
2022-05-05,166.62
2022-05-06,165.88
2022-05-07,161.41
2022-05-08,160.4
2022-05-09,159.31
2022-05-10,156.09
2022-05-11,156.13
2022-05-12,158.61
2022-05-13,155.93
2022-05-14,155.04
2022-05-15,152.48
2022-05-16,155.38
2022-05-17,157.01
2022-05-18,157.58
2022-05-19,158.03
2022-05-20,158.0
2022-05-21,157.99
2022-05-22,156.64
2022-05-23,157.67
2022-05-24,157.05
2022-05-25,158.48
2022-05-26,154.48
2022-05-27,157.6
2022-05-28,156.98
2022-05-29,162.27
2022-05-30,159.77
2022-05-31,159.93
2022-06-01,161.4
2022-06-02,159.99
2022-06-03,152.97
2022-06-04,148.88
2022-06-05,146.42
2022-06-06,148.34
2022-06-07,144.54
2022-06-08,143.17
2022-06-09,143.31
2022-06-10,142.21
2022-06-11,138.25
2022-06-12,139.15
2022-06-13,140.28
2022-06-14,143.78
2022-06-15,143.84
2022-06-16,142.93
2022-06-17,148.71
2022-06-18,152.54
2022-06-19,153.52
2022-06-20,155.05
2022-06-21,152.07
2022-06-22,151.84
2022-06-23,148.63
2022-06-24,146.19
2022-06-25,144.43
2022-06-26,144.86
2022-06-27,143.8
2022-06-28,140.47
2022-06-29,139.75
2022-06-30,138.6
2022-07-01,141.37
2022-07-02,141.31
2022-07-03,137.26
2022-07-04,136.58
2022-07-05,138.94
2022-07-06,140.98
2022-07-07,144.49
2022-07-08,143.45
2022-07-09,139.5
2022-07-10,139.69
2022-07-11,132.74
2022-07-12,130.96
2022-07-13,130.47
2022-07-14,133.58
2022-07-15,134.58
2022-07-16,131.24
2022-07-17,124.67
2022-07-18,123.03
2022-07-19,122.99
2022-07-20,118.92
2022-07-21,119.39
2022-07-22,119.34
2022-07-23,122.37
2022-07-24,117.97
2022-07-25,115.9
2022-07-26,116.26
2022-07-27,114.0
2022-07-28,111.98
2022-07-29,113.42
2022-07-30,110.58
2022-07-31,113.71
2022-08-01,112.72
2022-08-02,111.45
2022-08-03,106.81
2022-08-04,103.64
2022-08-05,101.74
2022-08-06,103.96
2022-08-07,103.08
2022-08-08,102.04
2022-08-09,102.29
2022-08-10,104.93
2022-08-11,106.73
2022-08-12,110.35
2022-08-13,113.9
2022-08-14,115.63
2022-08-15,116.81
2022-08-16,117.42
2022-08-17,114.14
2022-08-18,112.07
2022-08-19,110.47
2022-08-20,112.17
2022-08-21,110.56
2022-08-22,110.61
2022-08-23,114.22
2022-08-24,112.79
2022-08-25,111.56
2022-08-26,108.52
2022-08-27,112.36
2022-08-28,115.34
2022-08-29,116.58
2022-08-30,120.23
2022-08-31,120.68
2022-09-01,120.32
2022-09-02,127.16
2022-09-03,128.11
2022-09-04,127.0
2022-09-05,122.41
2022-09-06,123.8
2022-09-07,124.7
2022-09-08,122.15
2022-09-09,124.66
2022-09-10,123.58
2022-09-11,118.63
2022-09-12,120.92
2022-09-13,120.36
2022-09-14,122.98
2022-09-15,122.03
2022-09-16,123.24
2022-09-17,128.4
2022-09-18,127.17
2022-09-19,126.57
2022-09-20,123.17
2022-09-21,126.74
2022-09-22,123.49
2022-09-23,124.53
2022-09-24,125.44
2022-09-25,122.45
2022-09-26,121.84
2022-09-27,117.79
2022-09-28,111.29
2022-09-29,109.91
2022-09-30,105.58
2022-10-01,106.54
2022-10-02,104.29
2022-10-03,100.39
2022-10-04,98.56
2022-10-05,98.94
2022-10-06,99.63
2022-10-07,101.25
2022-10-08,101.91
2022-10-09,98.37
2022-10-10,99.37
2022-10-11,100.32
2022-10-12,94.69
2022-10-13,93.35
2022-10-14,97.2
2022-10-15,95.61
2022-10-16,98.24
2022-10-17,97.25
2022-10-18,100.72
2022-10-19,104.7
2022-10-20,104.31
2022-10-21,102.17
2022-10-22,101.22
2022-10-23,102.9
2022-10-24,103.05
2022-10-25,102.69
2022-10-26,104.63
2022-10-27,105.2
2022-10-28,99.03
2022-10-29,99.47
2022-10-30,100.03
2022-10-31,102.86
2022-11-01,104.45
2022-11-02,102.97
2022-11-03,99.87
2022-11-04,103.01
2022-11-05,106.2
2022-11-06,101.68
2022-11-07,102.15
2022-11-08,105.13
2022-11-09,104.11
2022-11-10,105.52
2022-11-11,99.83
2022-11-12,98.66
2022-11-13,98.37
2022-11-14,99.24
2022-11-15,96.6
2022-11-16,98.94
2022-11-17,98.83
2022-11-18,97.59
2022-11-19,100.14
2022-11-20,100.36
2022-11-21,107.61
2022-11-22,103.16
2022-11-23,103.92
2022-11-24,106.0
2022-11-25,105.7
2022-11-26,108.74
2022-11-27,107.27
2022-11-28,111.39
2022-11-29,111.76
2022-11-30,113.64
2022-12-01,114.54
2022-12-02,119.19
2022-12-03,123.14
2022-12-04,124.79
2022-12-05,126.65
2022-12-06,129.09
2022-12-07,131.66
2022-12-08,129.99
2022-12-09,132.87
2022-12-10,134.86
2022-12-11,135.22
2022-12-12,138.57
2022-12-13,139.22
2022-12-14,144.08
2022-12-15,149.3
2022-12-16,148.1
2022-12-17,145.19
2022-12-18,149.05
2022-12-19,146.21
2022-12-20,148.31
2022-12-21,151.67
2022-12-22,153.94
2022-12-23,158.17
2022-12-24,159.67
2022-12-25,158.83
2022-12-26,158.82
2022-12-27,160.64
2022-12-28,156.96
2022-12-29,155.15
2022-12-30,156.61
2022-12-31,156.63
2023-01-01,158.34
2023-01-02,157.85
2023-01-03,160.14
2023-01-04,159.84
2023-01-05,159.91
2023-01-06,161.92
2023-01-07,166.5
2023-01-08,172.28
2023-01-09,173.46
2023-01-10,175.01
2023-01-11,178.97
2023-01-12,181.13
2023-01-13,182.51
2023-01-14,180.46
2023-01-15,180.33
2023-01-16,178.4
2023-01-17,177.88
2023-01-18,180.9
2023-01-19,178.26
2023-01-20,179.82
2023-01-21,185.97
2023-01-22,188.39
2023-01-23,185.95
2023-01-24,186.83
2023-01-25,188.86
2023-01-26,192.52
2023-01-27,190.85
2023-01-28,193.55
2023-01-29,194.46
2023-01-30,194.42
2023-01-31,192.16
2023-02-01,191.41
2023-02-02,195.1
2023-02-03,197.65
2023-02-04,199.1
2023-02-05,202.75
2023-02-06,204.58
2023-02-07,204.84
2023-02-08,202.27
2023-02-09,202.46
2023-02-10,199.19
2023-02-11,196.95
2023-02-12,200.88
2023-02-13,206.11
2023-02-14,205.65
2023-02-15,206.84
2023-02-16,207.49
2023-02-17,207.98
2023-02-18,209.53
2023-02-19,213.09
2023-02-20,209.06
2023-02-21,209.56
2023-02-22,211.34
2023-02-23,209.37
2023-02-24,211.56
2023-02-25,212.36
2023-02-26,211.48
2023-02-27,219.11
2023-02-28,216.0
2023-03-01,215.58
2023-03-02,214.64
2023-03-03,214.8
2023-03-04,208.06
2023-03-05,209.92
2023-03-06,208.44
2023-03-07,207.28
2023-03-08,208.67
2023-03-09,205.94
2023-03-10,207.58
2023-03-11,210.41
2023-03-12,211.78
2023-03-13,212.5
2023-03-14,210.15
2023-03-15,210.66
2023-03-16,210.65
2023-03-17,212.41
2023-03-18,213.89
2023-03-19,212.33
2023-03-20,214.94
2023-03-21,216.56
2023-03-22,213.53
2023-03-23,210.92
2023-03-24,212.49
2023-03-25,215.33
2023-03-26,216.06
2023-03-27,219.32
2023-03-28,218.99
2023-03-29,218.78
2023-03-30,218.69
2023-03-31,220.41
2023-04-01,221.27
2023-04-02,221.91
2023-04-03,227.49
2023-04-04,230.84
2023-04-05,231.46
2023-04-06,227.53
2023-04-07,227.75
2023-04-08,228.56
2023-04-09,229.08
2023-04-10,229.49
2023-04-11,232.5
2023-04-12,236.78
2023-04-13,235.41
2023-04-14,236.58
2023-04-15,236.83
2023-04-16,236.45
2023-04-17,234.79
2023-04-18,236.13
2023-04-19,229.86
2023-04-20,229.11
2023-04-21,226.99
2023-04-22,228.35
2023-04-23,227.03
2023-04-24,218.58
2023-04-25,213.82
2023-04-26,215.05
2023-04-27,219.72
2023-04-28,224.1
2023-04-29,224.89
2023-04-30,226.5
2023-05-01,227.68
2023-05-02,227.76
2023-05-03,226.27
2023-05-04,224.44
2023-05-05,222.87
2023-05-06,220.15
2023-05-07,215.65
2023-05-08,212.1
2023-05-09,209.78
2023-05-10,204.55
2023-05-11,202.78
2023-05-12,205.03
2023-05-13,210.0
2023-05-14,208.65
2023-05-15,207.08
2023-05-16,211.5
2023-05-17,211.88
2023-05-18,207.21
2023-05-19,205.74
2023-05-20,206.8
2023-05-21,206.21
2023-05-22,200.67
2023-05-23,198.7
2023-05-24,201.47
2023-05-25,204.03
2023-05-26,203.27
2023-05-27,202.88
2023-05-28,204.58
2023-05-29,204.44
2023-05-30,208.05
2023-05-31,206.45
2023-06-01,205.77
2023-06-02,206.28
2023-06-03,208.4
2023-06-04,206.81
2023-06-05,205.58
2023-06-06,203.75
2023-06-07,204.41
2023-06-08,202.59
2023-06-09,198.66
2023-06-10,202.92
2023-06-11,201.09
2023-06-12,200.45
2023-06-13,203.44
2023-06-14,204.1
2023-06-15,209.06
2023-06-16,208.99
2023-06-17,207.51
2023-06-18,207.87
2023-06-19,205.55
2023-06-20,205.26
2023-06-21,205.97
2023-06-22,205.13
2023-06-23,205.0
2023-06-24,202.9
2023-06-25,199.29
2023-06-26,196.07
2023-06-27,199.55
2023-06-28,202.02
2023-06-29,200.54
2023-06-30,202.43
2023-07-01,197.95
2023-07-02,198.89
2023-07-03,191.37
2023-07-04,190.8
2023-07-05,187.72
2023-07-06,185.54
2023-07-07,189.37
2023-07-08,191.25
2023-07-09,193.76
2023-07-10,193.5
2023-07-11,192.4
2023-07-12,194.73
2023-07-13,190.11
2023-07-14,193.26
2023-07-15,198.16
2023-07-16,200.14
2023-07-17,197.8
2023-07-18,198.48
2023-07-19,200.83
2023-07-20,200.7
2023-07-21,202.18
2023-07-22,199.22
2023-07-23,198.91
2023-07-24,199.92
2023-07-25,193.27
2023-07-26,194.81
2023-07-27,198.36
2023-07-28,195.09
2023-07-29,198.69
2023-07-30,198.93
2023-07-31,200.8
2023-08-01,201.4
2023-08-02,200.48
2023-08-03,197.91
2023-08-04,199.13
2023-08-05,195.77
2023-08-06,197.25
2023-08-07,197.54
2023-08-08,200.48
2023-08-09,197.21
2023-08-10,195.69
2023-08-11,197.56
2023-08-12,196.68
2023-08-13,199.39
2023-08-14,198.64
2023-08-15,197.36
2023-08-16,194.83
2023-08-17,191.68
2023-08-18,186.8
2023-08-19,186.34
2023-08-20,184.73
2023-08-21,185.67
2023-08-22,179.59
2023-08-23,182.23
2023-08-24,183.24
2023-08-25,182.97
2023-08-26,181.98
2023-08-27,179.78
2023-08-28,185.68
2023-08-29,185.45
2023-08-30,185.75
2023-08-31,190.3
2023-09-01,191.2
2023-09-02,191.87
2023-09-03,190.21
2023-09-04,197.22
2023-09-05,194.86
2023-09-06,196.44
2023-09-07,197.47
2023-09-08,198.42
2023-09-09,198.66
2023-09-10,198.82
2023-09-11,192.67
2023-09-12,190.85
2023-09-13,192.57
2023-09-14,192.48
2023-09-15,192.54
2023-09-16,192.06
2023-09-17,194.09
2023-09-18,193.05
2023-09-19,190.66
2023-09-20,190.75
2023-09-21,186.9
2023-09-22,186.51
2023-09-23,184.85
2023-09-24,186.11
2023-09-25,188.62
2023-09-26,188.46
2023-09-27,187.42
2023-09-28,189.33
2023-09-29,187.64
2023-09-30,189.83
2023-10-01,189.61
2023-10-02,186.42
2023-10-03,185.87
2023-10-04,185.47
2023-10-05,188.25
2023-10-06,191.73
2023-10-07,189.34
2023-10-08,189.18
2023-10-09,190.67
2023-10-10,189.78
2023-10-11,191.62
2023-10-12,191.7
2023-10-13,194.2
2023-10-14,192.0
2023-10-15,188.97
2023-10-16,191.87
2023-10-17,194.7
2023-10-18,196.52
2023-10-19,196.05
2023-10-20,196.51
2023-10-21,195.78
2023-10-22,197.89
2023-10-23,196.92
2023-10-24,197.35
2023-10-25,195.63
2023-10-26,198.73
2023-10-27,199.39
2023-10-28,197.67
2023-10-29,200.02
2023-10-30,196.61
2023-10-31,199.45
2023-11-01,199.14
2023-11-02,197.04
2023-11-03,202.16
2023-11-04,202.9
2023-11-05,205.95
2023-11-06,204.77
2023-11-07,205.69
2023-11-08,205.79
2023-11-09,206.31
2023-11-10,207.94
2023-11-11,207.64
2023-11-12,206.43
2023-11-13,208.86
2023-11-14,212.49
2023-11-15,212.0
2023-11-16,212.71
2023-11-17,212.37
2023-11-18,210.14
2023-11-19,209.72
2023-11-20,210.74
2023-11-21,214.6
2023-11-22,212.61
2023-11-23,206.01
2023-11-24,207.07
2023-11-25,204.38
2023-11-26,200.68
2023-11-27,201.08
2023-11-28,202.56
2023-11-29,205.7
2023-11-30,205.05
2023-12-01,202.89
2023-12-02,203.03
2023-12-03,205.51
2023-12-04,203.35
2023-12-05,204.73
2023-12-06,208.63
2023-12-07,212.02
2023-12-08,215.85
2023-12-09,217.35
2023-12-10,218.37
2023-12-11,218.98
2023-12-12,221.34
2023-12-13,223.76
2023-12-14,221.29
2023-12-15,217.95
2023-12-16,219.3
2023-12-17,221.22
2023-12-18,220.04
2023-12-19,221.82
2023-12-20,219.23
2023-12-21,219.62
2023-12-22,220.72
2023-12-23,223.11
2023-12-24,220.85
2023-12-25,219.13
2023-12-26,225.14
2023-12-27,225.39
2023-12-28,226.55
2023-12-29,230.94
2023-12-30,235.1
2023-12-31,229.81
2024-01-01,229.43
2024-01-02,232.97
2024-01-03,231.99
2024-01-04,231.92
2024-01-05,228.96
2024-01-06,231.34
2024-01-07,232.31
2024-01-08,235.13
2024-01-09,234.62
2024-01-10,237.01
2024-01-11,240.33
2024-01-12,246.09
2024-01-13,247.67
2024-01-14,249.12
2024-01-15,250.54
2024-01-16,250.73
2024-01-17,251.71
2024-01-18,254.09
2024-01-19,251.23
2024-01-20,250.58
2024-01-21,248.65
2024-01-22,250.88
2024-01-23,253.83
2024-01-24,258.43
2024-01-25,258.18
2024-01-26,256.34
2024-01-27,254.1
2024-01-28,258.65
2024-01-29,260.54
2024-01-30,260.16
2024-01-31,263.85
2024-02-01,267.17
2024-02-02,263.48
2024-02-03,267.72
2024-02-04,267.97
2024-02-05,266.89
2024-02-06,268.04
2024-02-07,268.57
2024-02-08,268.94
2024-02-09,269.35
2024-02-10,271.17
2024-02-11,271.54
2024-02-12,272.53
2024-02-13,274.58
2024-02-14,273.03
2024-02-15,274.23
2024-02-16,274.7
2024-02-17,270.85
2024-02-18,272.16
2024-02-19,272.35
2024-02-20,271.72
2024-02-21,270.42
2024-02-22,272.58
2024-02-23,270.18
2024-02-24,271.23
2024-02-25,274.88
2024-02-26,277.14
2024-02-27,278.33
2024-02-28,278.36
2024-02-29,282.85
2024-03-01,281.6
2024-03-02,280.27
2024-03-03,279.89
2024-03-04,277.68
2024-03-05,277.44
2024-03-06,280.33
2024-03-07,280.9
2024-03-08,283.71
2024-03-09,285.92
2024-03-10,286.97
2024-03-11,287.83
2024-03-12,284.18
2024-03-13,280.96
2024-03-14,282.64
2024-03-15,282.87
2024-03-16,281.27
2024-03-17,278.52
2024-03-18,275.11
2024-03-19,281.04
2024-03-20,277.15
2024-03-21,280.06
2024-03-22,278.49
2024-03-23,275.31
2024-03-24,274.2
2024-03-25,277.69
2024-03-26,277.59
2024-03-27,282.56
2024-03-28,283.85
2024-03-29,280.61
2024-03-30,286.71
2024-03-31,284.7
2024-04-01,280.26
2024-04-02,284.81
2024-04-03,290.2
2024-04-04,291.47
2024-04-05,294.82
2024-04-06,296.66
2024-04-07,299.33
2024-04-08,301.87
2024-04-09,299.31
2024-04-10,300.48
2024-04-11,300.5
2024-04-12,300.14
2024-04-13,299.86
2024-04-14,301.12
2024-04-15,297.52
2024-04-16,300.09
2024-04-17,298.21
2024-04-18,298.19
2024-04-19,303.82
2024-04-20,304.31
2024-04-21,304.18
2024-04-22,301.99
2024-04-23,305.3
2024-04-24,308.0
2024-04-25,305.73
2024-04-26,307.87
2024-04-27,306.72
2024-04-28,303.95
2024-04-29,302.07
2024-04-30,297.31
2024-05-01,299.16
2024-05-02,302.01
2024-05-03,301.11
2024-05-04,302.7
2024-05-05,305.13
2024-05-06,308.6
2024-05-07,308.0
2024-05-08,304.15
2024-05-09,307.89
2024-05-10,307.11
2024-05-11,310.3
2024-05-12,310.58
2024-05-13,313.81
2024-05-14,308.18
2024-05-15,307.95
2024-05-16,306.44
2024-05-17,301.98
2024-05-18,305.54
2024-05-19,305.0
2024-05-20,303.35
2024-05-21,299.71
2024-05-22,294.35
2024-05-23,299.68
2024-05-24,295.2
2024-05-25,296.44
2024-05-26,295.84
2024-05-27,294.44
2024-05-28,297.23
2024-05-29,298.0
2024-05-30,297.67
2024-05-31,297.88
2024-06-01,294.8
2024-06-02,293.82
2024-06-03,290.94
2024-06-04,288.78
2024-06-05,290.16
2024-06-06,286.14
2024-06-07,289.01
2024-06-08,290.33
2024-06-09,292.58
2024-06-10,291.33
2024-06-11,287.9
2024-06-12,289.99
2024-06-13,283.07
2024-06-14,282.47
2024-06-15,282.83
2024-06-16,284.07
2024-06-17,281.45
2024-06-18,281.87
2024-06-19,281.11
2024-06-20,278.63
2024-06-21,272.52
2024-06-22,270.46
2024-06-23,265.42
2024-06-24,263.26
2024-06-25,265.88
2024-06-26,261.78
2024-06-27,261.3
2024-06-28,265.94
2024-06-29,265.28
2024-06-30,267.99
2024-07-01,266.72
2024-07-02,267.08
2024-07-03,268.51
2024-07-04,267.17
2024-07-05,265.95
2024-07-06,265.25
2024-07-07,265.78
2024-07-08,263.47
2024-07-09,264.61
2024-07-10,261.76
2024-07-11,259.89
2024-07-12,256.67
2024-07-13,256.21
2024-07-14,258.81
2024-07-15,260.19
2024-07-16,260.11
2024-07-17,257.64
2024-07-18,256.51
2024-07-19,252.01
2024-07-20,252.34
2024-07-21,251.89
2024-07-22,255.54
2024-07-23,258.41
2024-07-24,257.93
2024-07-25,256.97
2024-07-26,258.86
2024-07-27,259.14
2024-07-28,254.36
2024-07-29,251.66
2024-07-30,250.76
2024-07-31,249.59
2024-08-01,248.42
2024-08-02,248.33
2024-08-03,245.84
2024-08-04,244.8
2024-08-05,239.86
2024-08-06,242.13
2024-08-07,238.9
2024-08-08,238.65
2024-08-09,243.59
2024-08-10,243.83
2024-08-11,241.51
2024-08-12,240.23
2024-08-13,238.41
2024-08-14,231.55
2024-08-15,229.04
2024-08-16,230.72
2024-08-17,224.43
2024-08-18,225.12
2024-08-19,224.24
2024-08-20,226.88
2024-08-21,228.81
2024-08-22,232.65
2024-08-23,228.82
2024-08-24,233.34
2024-08-25,234.56
2024-08-26,233.9
2024-08-27,235.14
2024-08-28,235.89
2024-08-29,238.07
2024-08-30,232.88
2024-08-31,236.39
2024-09-01,237.35
2024-09-02,236.44
2024-09-03,235.18
2024-09-04,234.49
2024-09-05,235.17
2024-09-06,236.15
2024-09-07,238.42
2024-09-08,235.93
2024-09-09,235.78
2024-09-10,236.95
2024-09-11,240.04
2024-09-12,239.3
2024-09-13,237.66
2024-09-14,235.19
2024-09-15,233.59
2024-09-16,233.82
2024-09-17,232.24
2024-09-18,232.7
2024-09-19,231.36
2024-09-20,231.23
2024-09-21,229.72
2024-09-22,231.78
2024-09-23,235.62
2024-09-24,235.69
2024-09-25,234.83
2024-09-26,232.82
2024-09-27,232.85
2024-09-28,233.92
2024-09-29,231.76
2024-09-30,227.32
2024-10-01,229.25
2024-10-02,233.37
2024-10-03,233.46
2024-10-04,232.51
2024-10-05,235.56
2024-10-06,237.84
2024-10-07,238.03
2024-10-08,234.86
2024-10-09,233.32
2024-10-10,235.91
2024-10-11,234.69
2024-10-12,235.35
2024-10-13,231.32
2024-10-14,230.64
2024-10-15,227.14
2024-10-16,228.22
2024-10-17,228.66
2024-10-18,232.18
2024-10-19,228.57
2024-10-20,227.18
2024-10-21,230.23
2024-10-22,230.87
2024-10-23,229.4
2024-10-24,230.44
2024-10-25,232.27
2024-10-26,237.33
2024-10-27,235.24
2024-10-28,235.85
2024-10-29,239.87
2024-10-30,240.77
2024-10-31,240.9
2024-11-01,242.46
2024-11-02,243.95
2024-11-03,242.09
2024-11-04,242.59
2024-11-05,239.48
2024-11-06,240.2
2024-11-07,240.93
2024-11-08,241.32
2024-11-09,236.82
2024-11-10,238.58
2024-11-11,236.72
2024-11-12,240.01
2024-11-13,240.71
2024-11-14,247.56
2024-11-15,248.1
2024-11-16,248.55
2024-11-17,251.61
2024-11-18,249.21
2024-11-19,250.48
2024-11-20,249.75
2024-11-21,250.8
2024-11-22,247.81
2024-11-23,248.43
2024-11-24,249.28
2024-11-25,252.43
2024-11-26,251.88
2024-11-27,252.53
2024-11-28,252.71
2024-11-29,257.8
2024-11-30,258.66
2024-12-01,260.31
2024-12-02,262.89
2024-12-03,264.93
2024-12-04,266.48
2024-12-05,268.71
2024-12-06,269.8
2024-12-07,268.93
2024-12-08,268.73
2024-12-09,271.08
2024-12-10,268.03
2024-12-11,265.72
2024-12-12,263.27
2024-12-13,260.56
2024-12-14,262.39
2024-12-15,264.56
2024-12-16,265.77
2024-12-17,265.18
